new_industry_code,company_id,detailed_industry_name
101,660031,"Growing of potatoes and other tubers such as sweet potatoes, cassava, yams"
101,483991,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,454606,Growing of cotton
101,495122,Growing of plants for planting
101,464624,Production of milk from cows or buffaloes
101,335843,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,156160,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,154238,Growing of other cereals
101,116497,Inorganic farming of non-basmati rice
101,277561,Growing of rubber trees
101,485684,Growing of cotton
101,311990,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,330929,Operation of poultry hatcheries
101,238707,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,285174,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,445294,Growing of other oil seeds
101,556609,Inorganic farming of non-basmati rice
101,308857,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,473484,Inorganic farming of non-basmati rice
101,418258,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,158305,Production of milk from cows or buffaloes
101,246830,Inorganic farming of non-basmati rice
101,109170,Growing of other oil seeds
101,612652,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,209581,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,259660,Growing of rubber trees
101,491788,Inorganic farming of non-basmati rice
101,255872,Growing of mushrooms and truffles
101,486536,Growing of plants for planting
101,231827,Growing of tobacco
101,299867,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,489060,Inorganic farming of non-basmati rice
101,164428,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,547737,Inorganic farming of non-basmati rice
101,514981,Growing of wheat
101,352826,Growing of mushrooms and truffles
101,271216,Growing of rose
101,373785,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,499036,Production of milk from cows or buffaloes
101,474492,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,180511,Growing of rose
101,217693,Growing of onion
101,114061,Operation of poultry hatcheries
101,264872,Growing of onion
101,496647,Growing of other citrus fruits
101,556980,Seed processing for propagation
101,286744,Seed processing for propagation
101,609968,Production of milk from cows or buffaloes
101,324071,Operation of poultry hatcheries
101,278645,Growing of rose
101,280911,Growing of tobacco
101,287663,Inorganic farming of non-basmati rice
101,634877,Growing of cotton
101,375647,Operation of poultry hatcheries
101,756721,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,614846,Production of milk from cows or buffaloes
101,392438,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,518097,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,214548,Growing of plants for planting
101,263007,Growing of onion
101,306524,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,230133,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,638091,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,217234,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,172663,Growing of other beverage crops
101,104842,Production of milk from cows or buffaloes
101,237023,Growing of other beverage crops
101,192399,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,281217,Growing of soya bean oil seed
101,467608,"Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds"
101,291545,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,255469,Growing of other oil seeds
101,110104,Inorganic farming of non-basmati rice
101,139987,Growing of rose
101,362229,Operation of poultry hatcheries
101,367272,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,272340,"Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds"
101,364219,Operation of poultry hatcheries
101,130170,Growing of other beverage crops
101,219093,"Growing of vegetables, n.e.c."
101,480811,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,322652,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,217257,Growing of rubber trees
101,221830,"Growing of cucumbers, gherkins, aubergines, tomatoes, watermelons, cantaloupes, melons and other fruit-bearing vegetables"
101,531763,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,589994,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,458029,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,571586,Growing of coffee
101,470304,Production of milk from cows or buffaloes
101,372397,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,371686,Growing of rubber trees
101,185665,"Growing of cucumbers, gherkins, aubergines, tomatoes, watermelons, cantaloupes, melons and other fruit-bearing vegetables"
101,694901,Seed processing for propagation
101,136763,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,192943,Growing of wheat
101,619454,"Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds"
101,516223,Growing of cotton
101,689858,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,169818,Growing of pineapples
101,200085,"Growing of plants used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes"
101,517622,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,240719,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,325824,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,295198,Production of milk from cows or buffaloes
101,295265,Growing of wheat
101,665320,Growing of tobacco
101,276140,Growing of plants for planting
101,433301,Operation of poultry hatcheries
101,381521,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,497218,Inorganic farming of non-basmati rice
101,198687,"Growing of perennial and non-perennial spices and aromatic crops (pepper, capsicum, nutmeg, mace, anise, badian and fennel, cinnamon (canella), cloves, vanilla and other spices and aromatic crops)"
101,600746,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,114039,Production of milk from cows or buffaloes
101,474496,Growing of plants for planting
101,609938,Seed processing for propagation
101,659287,Growing of cotton
101,486539,Growing of plants for planting
101,122664,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,282721,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,108124,Growing of tobacco
101,230138,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,485758,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,302720,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,146612,Growing of plants for planting
101,203558,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,445669,Growing of plants for planting
101,329154,Operation of poultry hatcheries
101,357191,Seed processing for propagation
101,541873,Inorganic farming of non-basmati rice
101,513787,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,511820,Growing of other oil seeds
101,475777,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,486417,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,609051,Inorganic farming of non-basmati rice
101,496399,Seed processing for propagation
101,485128,Inorganic farming of non-basmati rice
101,159730,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,217073,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,248910,Seed processing for propagation
101,323511,Organic farming of basmati rice
101,171729,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,233221,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,553698,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,225036,Production of milk from cows or buffaloes
101,572905,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,361921,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,294392,Seed processing for propagation
101,632635,Growing of other oil seeds
101,240699,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,474485,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,299970,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,621529,Inorganic farming of non-basmati rice
101,631936,"Growing of cucumbers, gherkins, aubergines, tomatoes, watermelons, cantaloupes, melons and other fruit-bearing vegetables"
101,496783,Growing of cotton
101,608549,Production of milk from cows or buffaloes
101,364389,Operation of poultry hatcheries
101,325137,Inorganic farming of non-basmati rice
101,372541,Seed processing for propagation
101,209225,"Growing of vegetables, n.e.c."
101,492541,Growing of tea
101,375785,Growing of rose
101,378103,Operation of poultry hatcheries
101,336510,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,122275,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,651800,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,242031,Growing of other pome fruits and stone fruits
101,162274,Production of milk from cows or buffaloes
101,334625,Inorganic farming of non-basmati rice
101,526289,Organic farming of basmati rice
101,275605,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,413383,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,489134,Growing of plants for planting
101,531918,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,177606,"Growing of vegetables, n.e.c."
101,489554,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,657126,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,652500,Production of milk from cows or buffaloes
101,439097,Seed processing for propagation
101,351593,"Growing of vegetables, n.e.c."
101,227330,Growing of cotton
101,443371,Production of milk from cows or buffaloes
101,162606,Inorganic farming of non-basmati rice
101,277042,Growing of wheat
101,334299,Growing of jute
101,202023,Growing of wheat
101,489044,Organic farming of basmati rice
101,454896,Production of milk from cows or buffaloes
101,125810,Growing of other oil seeds
101,245006,Production of milk from cows or buffaloes
101,357226,Inorganic farming of non-basmati rice
101,456502,Growing of other cereals
101,322322,"Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds"
101,217652,Growing of plants for planting
101,458852,Growing of wheat
101,188642,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,459987,Production of eggs
101,404958,Growing of tobacco
101,343820,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,462711,"Growing of plants used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes"
101,222355,Inorganic farming of non-basmati rice
101,627247,"Growing of cucumbers, gherkins, aubergines, tomatoes, watermelons, cantaloupes, melons and other fruit-bearing vegetables"
101,467289,Growing of other beverage crops
101,272161,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,495485,Inorganic farming of non-basmati rice
101,168183,Seed processing for propagation
101,509421,Growing of wheat
101,387246,Growing of other pome fruits and stone fruits
101,174668,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,500515,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,505313,Inorganic farming of non-basmati rice
101,182773,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,243782,Bee-keeping and production of honey and beeswax
101,108137,"Raising and breeding of pet animals (cats, dogs, birds, hamsters etc.)"
101,219221,"Raising of other animals, n.e.c."
101,496562,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,473253,Inorganic farming of non-basmati rice
101,554504,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,547313,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,336346,Growing of wheat
101,445665,Growing of plants for planting
101,474493,Growing of plants for planting
101,581043,Inorganic farming of non-basmati rice
101,213406,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,615976,Inorganic farming of non-basmati rice
101,292895,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,475535,Growing of cardamoms
101,164682,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,498185,Growing of coconut
101,182381,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,521569,Growing of tea
101,238942,Inorganic farming of non-basmati rice
101,497232,Production of milk from cows or buffaloes
101,472440,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,216282,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
101,445138,Growing of other pome fruits and stone fruits
101,410472,Seed processing for propagation
101,234184,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,211091,Production of milk from cows or buffaloes
101,275205,Inorganic farming of non-basmati rice
101,514487,"Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds"
101,195117,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,476016,Seed processing for propagation
101,624337,Production of milk from cows or buffaloes
101,218761,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,352849,"Growing of other tree and bush fruits, n.e.c."
101,202815,Growing of cotton
101,325381,Growing of cotton
101,109918,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,631092,Inorganic farming of non-basmati rice
101,320323,Growing of other beverage crops
101,400030,"Raising and breeding of pet animals (cats, dogs, birds, hamsters etc.)"
101,503021,"Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds"
101,421202,Seed processing for propagation
101,340986,"Growing of spices, aromatic, drug and pharmaceutical crops"
101,489373,Inorganic farming of non-basmati rice
101,505668,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,503700,Operation of poultry hatcheries
101,198405,Seed processing for propagation
101,341365,Production of eggs
101,223298,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,534321,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,133457,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,552235,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)"
101,123436,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,227557,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,514664,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,499469,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,511239,Growing of tobacco
101,583778,Growing of wheat
101,664717,Growing of other oil seeds
101,497109,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,785666,Growing of plants for planting
101,235394,Inorganic farming of non-basmati rice
101,496695,"Growing of pulses (dal) and other leguminous crops such as peas and beans, not used as oilseeds"
101,681654,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,488268,Production of milk from cows or buffaloes
101,223446,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,398587,Growing of other citrus fruits
101,497853,Seed processing for propagation
101,356812,Growing of mushrooms and truffles
101,699517,Inorganic farming of non-basmati rice
101,556536,"Growing of vegetables, n.e.c."
101,661256,Growing of mangoes
101,491391,Production of eggs
101,282453,Seed processing for propagation
101,353176,Growing of rubber trees
101,496952,"Growing of jowar, bajra and millets"
101,380177,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,492556,"Raising of other animals, n.e.c."
101,612654,"Growing of vegetables, n.e.c."
101,347749,Growing of mushrooms and truffles
101,306457,Inorganic farming of non-basmati rice
101,383929,Operation of poultry hatcheries
101,337931,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,657535,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
101,607564,Seed processing for propagation
101,541649,Growing of other citrus fruits
101,489580,"Growing of plants used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes"
101,579781,Seed processing for propagation
101,502664,Seed processing for propagation
